full_name,rank
teaey/spring-boot-starter-dubbo,712.0
ByoxCode/DrawView,714.0
republique-et-canton-de-geneve/chvote-1-0,715.5
hougr/SmartisanPull,718.0
lawloretienne/TinderStack,720.5
tomergoldst/tooltips,725.0
adrielcafe/AndroidAudioConverter,727.5
githubwing/DragPhotoView,727.5
RiccardoMoro/RMSwitch,727.5
ghuiii/AnimationWithoutCode,730.5
douban/rexxar-android,740.5
JeasonWong/SignUpTransition,744.0
JeasonWong/FlipShare,748.5
wosyingjun/beauty_ssm,751.5
Brioal/SwipeMenuDemo,762.5
dynamitechetan/Flowing-Gradient,769.0
zuiwuyuan/WeChatPswKeyboard,769.0
ldoublem/RingProgress,782.5
Wolfsblvt/BlossomsPokemonGoManager,782.5
Chen-Sir/ExpandableTextView,782.5
HotBitmapGG/RingProgressBar,785.0
Cleveroad/BubbleAnimationLayout,786.5
suzeyu1992/repo,795.5
uin3566/AllAngleExpandableButton,802.5
wenmingvs/LogReport,805.5
jineshfrancs/CaptchaImageView,810.0
80945540/LCRapidDevelop,812.5
codemybrainsout/ahoy-onboarding,814.0
80945540/FreeBook,819.5
oubowu/PinnedSectionItemDecoration,825.5
Luolc/EmojiRain,825.5
hejunlin2013/TVSample,825.5
MaksTuev/ferro,835.5
kayan1990/ShareButton,839.5
klinker24/Android-3DTouch-PeekView,845.5
hpdx/DanmukuLight,849.5
githubwing/WingUE,849.5
NikitaKozlov/Pury,849.5
zagum/Android-ExpandIcon,857.0
iielse/RetailMeNotList,861.0
jackpocket/android_scratchoff,864.0
Hitomis/ThumbnailMenu,867.5
PDDStudio/EncryptedPreferences,870.5
weavey/LoadingLayoutDemo,874.0
thoughtbot/expandable-recycler-view,876.5
zhengken/LyricViewDemo,878.5
kHRYSTAL/CircleRecyclerView,878.5
homcin/Tuikan,882.5
barryhappy/TContributionsView,882.5
instacart/truetime-android,885.5
LineChen/FlickerProgressBar,889.0
Schinizer/RxUnfurl,892.5
DmitriyZaitsev/RadarChartView,896.0
janishar/PlaceHolderView,898.0
xiaohaibin/OpenEyes,900.0
devsideal/SquareMenu,900.0
lypeer/FcPermissions,902.5
daniel-stoneuk/material-about-library,902.5
terrakok/Cicerone,905.5
jaychang0917/SimpleText,905.5
githubwing/MVPHelper,909.5
Netflix/conductor,909.5
jcalaz/jcalaBlog,912.5
holidaycheck/Permissify,912.5
Jaouan/CompoundLayout,919.5
poldz123/ShapeRipple,922.5
xinghongfei/Hello-RxJava,922.5
czy1121/cornerlabelview,926.0
hejunlin2013/SuperIndicator,926.0
boredream/DesignResCollection,934.0
square/gifencoder,935.0
wuapnjie/PuzzleView,946.5
smuyyh/ImageSelector,950.0
irfaan008/OnePageSigninSignup,950.0
repeats/Repeat,954.0
angebagui/medium-textview,959.0
mingjunli/GithubApp,959.0
uncleleonfan/FanChat,959.0
yjfnypeu/Router,959.0
KingsMentor/MobileVisionBarcodeScanner,959.0
MartinRGB/RapidInterpolator,963.0
JeasonWong/JikeGallery,966.0
gjiazhe/ScrollParallaxImageView,977.0
hejunlin2013/LivePlayback,988.0
4xes/FlipAnimation,996.5
iamMehedi/Secured-Preference-Store,996.5
forJrking/FontZip,1000.0
andyxialm/SmileyLoadingView,1002.5
BaymaxTong/SwitchButton,1008.5
maimingliang/WxRecoderVideo,1022.5
peng8350/JPTabBar,1026.5
binaryroot/CarouselView,1031.5
freecats/TextViewExpandableAnimation,1033.5
luckyandyzhang/MentionEditText,1038.5
a1018875550/PermissionDispatcher,1047.5
AlexLiuSheng/BadgeView,1047.5
jaydenxiao2016/HighLightGuideView,1055.5
julian-klode/dns66,1065.0
wangshaolei/UnderLineLinkTextView,1068.5
NodensN/MediaPickerInstagram,1072.0
HuanHaiLiuXin/SnackbarUtils,1075.0
githubwing/ThreeDLayout,1081.0
json-iterator/java,1084.5
baidao/tinker-manager,1088.5
czy1121/badgebutton,1088.5
jrummyapps/html-builder,1088.5
hussien89aa/androidTutorialForBeginners,1092.0
SwiftyWang/FingerColoring-Android,1094.5
TellH/GitClub,1097.0
yingLanNull/AlphaTabsIndicator,1097.0
dodola/AnoleFix,1099.5
JakeWharton/RxWindowIfChanged,1102.5
noties/ScrollingBackgroundView,1102.5
SparkYuan/SubmitButton,1122.5
coolcooldee/sloth,1127.5
myjoybar/android-calendar-view,1132.0
proninyaroslav/libretorrent,1140.5
mcxtzhang/SuspensionIndexBar,1144.5
andyxialm/TyperEditText,1152.5
bingoogolapple/BGASwipeBackLayout-Android,1161.5
xiaohaibin/XBanner,1164.5
liuguangqiang/IPicker,1168.5
alexstyl/Material-SearchTransition,1168.5
eleme/ToyRoom,1175.5
wosyingjun/beauty_ssm_dubbo,1175.5
memfis19/Cadar,1183.0
jmrapp1/TerraLegion,1186.0
Angads25/android-filepicker,1196.5
gitpitch/gitpitch,1205.0
Bakumon/NumberAnimTextView,1208.5
vipshop/Saturn,1212.5
mayubao/KuaiChuan,1212.5
czy1121/settingscompat,1225.0
zhangke3016/FlipCards,1225.0
florent37/BubbleTab,1231.0
yuweiguocn/SquareLoading,1231.0
ronaldsmartin/Material-ViewPagerIndicator,1231.0
gumingwei/WellSwipe,1238.0
dinuscxj/EllipsizeTextView,1238.0
LuckyJayce/MultiTypeView,1245.0
Netflix/hollow,1250.0
shanbay/mock-api,1255.5
SuperMan42/MVP,1255.5
rubensousa/RaiflatButton,1262.5
mcxtzhang/SwipeCaptcha,1262.5
Yellow5A5/Material-Design-Login,1262.5
florent37/TutoShowcase,1262.5
developer-shivam/Diagonalify,1262.5
ybq/nougat-boot-animation,1271.5
kailash09dabhi/OmRecorder,1276.0
yingLanNull/CircleAlarmTimerView,1276.0
pcevikogullari/AndroidShortcuts,1276.0
lufficc/StateLayout,1281.5
RomainPiel/live-emoji,1281.5
IntruderShanky/Frisson,1287.5
Freshman111/VerificationCodeView,1291.5
SmartisanTech/packages_apps_OneStep,1293.5
farkam135/GoIV,1301.5
smart-fun/SmartFonts,1306.5
Martin404/PayMap,1306.5
rebus007/PermissionUtils,1312.5
alexjlockwood/adp-delightful-details,1312.5
gjiazhe/MultiChoicesCircleButton,1317.5
Jaouan/Carousel-Browsing-Example,1339.5
vivian8725118/ZXingGenerator,1355.0
material-foundation/material-remixer-android,1355.0
JeasonWong/LiulishuoPreview,1355.0
Microsoft/mssql-jdbc,1361.5
vaigunth/card-printer,1366.0
yanzhenjie/album,1366.0
thingsboard/thingsboard,1374.0
diamondlin2016/LauncherView,1379.0
jrvansuita/GaussianBlur,1379.0
wzgiceman/RxjavaRetrofitDemo-master,1379.0
hanuor/onyx,1383.5
HelloVass/SnowingView,1387.5
ladingwu/ApplicationDemo,1392.5
zhangke3016/SpecialProgressBar,1392.5
codbking/CalendarExaple,1392.5
Kenber/DoubleStickyHeadersList,1399.5
czy1121/noticeview,1404.5
androidessence/PinchZoomTextView,1411.5
hugeterry/UpdateDemo,1419.0
yakivmospan/scytale,1427.5
TangoAgency/android-data-binding-rxjava,1443.0
Yellow5A5/ClearScreenHelper,1448.5
FJ917/FJEditTextCount,1461.5
wangshaolei/AutoFillEmailEditText,1461.5
RurioLuca/QrCardParsing,1461.5
dianping/pigeon,1468.0
Norbert515/DropDownWarning,1473.0
jparkie/PDD,1473.0
guolindev/booksource,1473.0
kot32go/dynamic-load-view,1478.5
Jasonette/JASONETTE-Android,1490.0
limedroid/XRichText,1490.0
SpiritMan/SmartisanTime,1495.5
czy1121/roundbutton,1504.5
konifar/android-strings-search-plugin,1504.5
jeanboydev/Android-BitherCompress,1533.5
armcha/Vertical-Intro,1540.5
WassimBenltaief/FlowLayout,1548.0
forJrking/HeiPermission,1562.0
xenione/tab-digit,1568.0
czy1121/loadinglayout,1568.0
segunfamisa/icicle,1573.0
weavey/NormalSelectDialog,1573.0
fanrunqi/WaveProgressView,1579.0
HalfStackDeveloper/SwipeCardRecyclerView,1579.0
Saketme/Better-Link-Movement-Method,1585.0
zhihu/mirror,1585.0
closedevice/FastApp,1591.5
akarnokd/RxJava2Interop,1591.5
wuapnjie/SuspensionBar,1601.5
VictorAlbertos/SwipeCoordinator,1601.5
zhonghanwen/ColorTextView,1601.5
Chacojack/HiveLayoutManager,1601.5
zhangyuChen1991/OverWatchLoading,1612.5
CGmaybe10/FocusSurfaceView,1612.5
huage2580/ZuiMeiTAG,1612.5
xuyisheng/NaturalAnim,1622.0
ittianyu/MobileGuard,1622.0
daniel-martins-ir/MagicButton,1634.5
SwiftJava/SwiftJava,1634.5
maoruibin/ReView,1634.5
D-clock/ScratchView,1643.0
yegor256/eo,1652.5
supercwn/SuperRecycleView,1652.5
wuchangfeng/one,1661.0
visualvm/visualvm.src,1661.0
apache/incubator-rocketmq,1669.0
codemybrainsout/smart-app-rate,1669.0
kizitonwose/colorpreference,1677.0
Curzibn/BottomDialog,1677.0
nibnait/algorithms,1677.0
lawloretienne/MovieHub,1677.0
Stuie/papercut,1692.5
SchibstedSpain/Leku,1692.5
OfficialAmal/ChipLayout,1692.5
fengyongge/imagepickerdemo,1702.0
mcxtzhang/SupportDemos,1702.0
Workable/java-error-handler,1716.0
githubwing/ExpandableViewpager,1716.0
kofigyan/StateProgressBar,1716.0
LuoboDcom/ZZShow,1722.0
Tamicer/Novate,1726.5
liuguangqiang/RippleLayout,1726.5
Karumi/KataScreenshotAndroid,1740.5
AmniX/AdBlockedWebView-Android,1740.5
wosyingjun/beauty_ssm_cluster,1740.5
YangShaoXiong/LikeSinaSportProgress,1745.0
hanbaokun/FloatingViewService,1753.0
CoXier/CheckBox,1753.0
mabeijianxi/small-video-record,1753.0
MegatronKing/SVG-Android,1753.0
Assassinss/Interessant,1762.5
gavinliu/SimpleOneStep,1770.5
Yarikx/reductor,1778.5
hzw1199/android_ProcessBar,1787.5
VictorAlbertos/ReactiveCache,1787.5
crazycodeboy/react-native-splash-screen,1806.5
baomidou/mybatis-plus,1806.5
RiccardoMoro/LongPressPopup,1821.5
Hitomis/CrazyShadow,1830.5
yanbober/AvatarLabelView,1830.5
TangoAgency/avatar-view,1843.5
florent37/SingleDateAndTimePicker,1843.5
JuL1205/SlideshowToolbar,1853.0
limedroid/XDroidMvp,1853.0
munix/LogcatTextView,1861.0
jcalaz/xmarket,1861.0
7heaven/UILibrary,1861.0
kiideveloper/pokiimap,1876.5
Nipuream/NRecyclerView,1883.5
RameshBhupathi/CollapsingToolbar-With-Webview,1883.5
DaylightingSociety/WhereAreTheEyes,1892.0
iSpring/GamePlane,1892.0
xue5455/SmartMenu,1892.0
p-v/DateTimeSeer,1900.5
google/conscrypt,1908.0
mcxtzhang/all-base-adapter,1908.0
gavinliu/NotificationBox,1918.5
songixan/SmileRefresh,1918.5
lopei/collageview,1933.5
CarGuo/RecordWave,1933.5
TinkerPatch/tinkerpatch-sdk,1933.5
dyc87112/SpringBoot-Learning,1933.5
Mixiaoxiao/Weather,1947.5
aryarohit07/GlideFaceDetectionTransformation,1959.5
networknt/light-java,1973.0
Sloy/preferator,1973.0
AnyRTC/RTMPCHybridEngine-Android,1985.5
zuoweitan/CircleImageView,1994.5
xurui1995/Sword-pointing-to-offer,1994.5
aykuttasil/CallRecorder,2002.5
Werb/GankWithZhihu,2014.5
achenglike/NightModel,2014.5
MarnonDev/GameNews,2014.5
Werb/Werb,2027.5
hypeapps/Endoscope,2037.5
xiangtailiang/FakeGPS,2064.0
burgessjp/GetWordTextView,2064.0
ImangazalievM/Scripto,2064.0
yiyuanliu/FlipGank,2064.0
a-voyager/WeekToDo,2093.5
fashare2015/ActivityTracker,2108.5
shanyao0/DownLoadManager,2123.0
burgessjp/ThemeSkinning,2123.0
Jaouan/Sending-Animation-Example,2136.5
Sausure/SmartGo,2136.5
tsy12321/PayAndroid,2136.5
MatteoBattilana/WeatherView,2158.0
hymanme/MaterialHome,2158.0
asmcup/runtime,2158.0
Cleveroad/FireworkyPullToRefresh,2167.5
yingLanNull/ScrollLayout,2179.5
AndroidMsky/WXhongbao,2179.5
PaXLiCh/FormattEditText,2192.5
hefuyicoder/ZhihuDaily,2192.5
qstumn/RadarChart,2192.5
liudongmiao/Brevent,2192.5
samanyougarg/ABR-App-Backup-Restore,2208.5
BCsl/UcMainPagerDemo,2208.5
fython/AlipayZeroSdk,2234.0
SwipeX/PokeMate,2257.0
Tesco/mewbase,2269.5
NateWickstrom/RxActivityResult,2283.5
niniloveyou/BounceLoadingView,2283.5
ChyengJason/ShoppingCart,2283.5
ekimual/croperino,2283.5
xuyisheng/VectorDemo,2297.0
TinkoffCreditSystems/decoro,2309.5
liangzhitao/ComponentizationApp,2309.5
codemybrainsout/PlaceSearchDialog,2326.0
cyfonly/FLogger,2343.5
twitter/nodes,2343.5
gre/react-native-view-shot,2343.5
Khang-NT/KRecyclerView,2343.5
cctanfujun/HintAnim-EditText,2358.5
niuxiaowei/SimpleJavaJsBridge,2373.0
uptechteam/MotionViews-Android,2387.5
jineshfrancs/ThemedGoogleMap,2387.5
kevalpatel2106/Prevent-Screen-Off,2401.0
uin3566/DragFooterView,2401.0
enginebai/SwagPoints,2401.0
zaaach/TopRightMenu,2401.0
markzhai/DataBindingAdapter,2417.5
jaychang0917/SocialLoginManager,2417.5
zubinxiong/Bgm38,2417.5
androidthings/new-project-template,2440.0
Muyangmin/Android-PLog,2440.0
dyc87112/SpringCloud-Learning,2440.0
nekocode/ItemPool,2440.0
dianping/zebra,2461.5
mcxtzhang/PathAnimView,2478.0
mauriciotogneri/green-coffee,2478.0
Elder-Wu/Notes,2478.0
andyxialm/CutoLoadingView,2495.5
hejunlin2013/RedPackage,2521.0
nguyenhoanglam/ImagePicker,2521.0
OpenDevTeam/OpenBox,2521.0
jokermonn/GankOr,2521.0
Polidea/react-native-ble-plx,2521.0
ssseasonnn/PracticalRecyclerView,2544.0
l123456789jy/ijkplayer,2558.5
samanyougarg/Currency-Converter-Android,2572.0
shanyao0/SimpleApp,2603.5
gnehsuy/TaoBaoUI,2603.5
ImmortalZ/Learn_Depth,2603.5
chenenyu/Router,2623.0
alexstyl/Memento-Calendar,2644.5
tarek360/Animated-Icons,2644.5
benjy3gg/pokeRadar,2644.5
peng8350/LoadingProgress,2644.5
Ishmeetsingh97/FontometricsLibrary,2666.0
rastapasta/pokemon-go-xposed,2666.0
BeppiMenozzi/TriStateToggleButton,2666.0
TellH/RecyclerTreeView,2666.0
ittianyu/BottomNavigationViewEx,2666.0
AllenCoder/AndroidCustomView,2688.5
mcxtzhang/NestFullListView,2688.5
pinguo-sunjianfei/Android-Application-ZJB,2688.5
gsh199449/spider,2688.5
HalfStackDeveloper/FloatBall,2708.0
tensorflow/ecosystem,2708.0
fossasia/susi_android,2727.0
Sausure/WIFIADB,2747.5
tsy12321/BaseAndroidProject,2747.5
SilenceDut/Router,2767.5
0ximDigital/RxAnimations,2767.5
VictorAlbertos/RxPermissionsResult,2791.0
jaikydota/Android-ImagesPickers,2791.0
WangDaYeeeeee/Mysplash,2791.0
babylikebird/owspace,2791.0
Tamicer/RetrofitClient,2791.0
Qiang3570/LiveLayout,2791.0
rm3l/maoni-email,2815.0
VictorAlbertos/Mockery,2815.0
limedroid/TagEditText,2835.5
hiteshsahu/Material-UpVote,2854.0
JoaquimLey/avenging,2854.0
nshmura/SnappySmoothScroller,2873.0
kalessil/phpinspectionsea,2873.0
yanzhenjie/CircleTextProgressbar,2892.5
jiang111/ZhiHu-TopAnswer,2892.5
TellH/AutoGo,2892.5
wuyinlei/MyHearts,2892.5
wosyingjun/HRPC,2913.0
joyrun/ActivityRouter,2913.0
T-baby/ICEREST,2913.0
AndroidDeveloperLB/RootHelper,2934.5
Coding/WebIDE-Backend,2934.5
spotbugs/spotbugs,2934.5
Kapeli/Dash-iOS,27.0
Jasonette/JASONETTE-iOS,41.0
Instagram/IGListKit,51.0
SunLiner/MiaowShow,125.0
anishathalye/lumen,130.0
wireapp/wire-ios,140.0
wg689/Solve-App-Store-Review-Problem,149.0
MichaelHuyp/Bilibili_Wuxianda,165.0
bikkelbroeders/TouchBarDemoApp,173.5
spotify/HubFramework,199.0
iphone5solo/PYSearch,203.0
alibaba/BeeHive,204.5
GrayJIAXU/520Linkee,215.0
Automattic/simplenote-ios,221.0
nacker/LZEasemob3,267.0
Nicejinux/NXDrawKit,334.5
Charlesyaoxin/NeiHanDuanZI,391.0
crazycodeboy/RNStudyNotes,438.0
gyjzh/LLWeChat,444.5
istornz/iPokeGo,474.5
cyanzhong/Retriever,494.0
ptmt/react-native-touchbar,511.0
QMUI/QMUI_iOS,515.5
Jinxiansen/JHUD,527.5
Automattic/simplenote-macos,552.0
insidegui/AppleEvents,596.0
yahoo/YangMingShan,619.0
exponent/exponent,634.5
nimati/FCAlertView,723.5
googlecreativelab/Sprayscape,745.5
kangzubin/XMNetworking,792.0
liuzhiyi1992/ZYSideSlipFilter,917.0
Josin22/JSDownloadView,922.5
douban/rexxar-ios,964.0
jobandtalent/AnimatedTextInput,968.5
azheng51714/MACProject,991.5
wujunyang/jiaModuleDemo,1022.5
SketchK/FOUR,1031.5
AnyRTC/RTMPCHybridEngine-IOS,1038.5
pikacode/EBForeNotification,1044.0
castial/HYFileManager,1078.0
AlfredTheBest/iOS_core_animation,1092.0
yate1996/YYStock,1102.5
ZFbaby/ZFVoteViewDemo,1102.5
leejayID/Linkage,1161.5
DarielChen/DCURLRouter,1179.5
ZFbaby/ZFSeatsSelection,1179.5
zhengwenming/WMDragView,1205.0
uber/ohana-ios,1208.5
qasim/Airstream,1219.0
brentsimmons/Vesper,1231.0
CYBoys/Timi,1255.5
music4kid/PLeakSniffer,1306.5
finngaida/DayNightSwitch,1327.0
iphone5solo/PYTheme,1327.0
youusername/magnetX,1335.0
GeorgeWang03/WYChart,1374.0
josshad/EHHorizontalSelectionView,1404.5
hamzasood/pam_touchid,1411.5
Chris-Pan/JPVideoPlayer,1419.0
jkpang/PPNetworkHelper,1427.5
jkpang/PPNumberButton,1427.5
leancloud/LeanCloudLiveKit-iOS,1436.0
ilyainyushin/ISMessages,1453.0
ming1016/STMURLCache,1461.5
Eastwu5788/XMLYFM,1478.5
tobefuturer/restore-symbol,1478.5
EnjoySR/ESPictureBrowser,1485.0
chenfanfang/AvoidCrash,1490.0
ChinaArJun/Tencent-NOW,1520.0
tingxins/TXScrollLabelView,1533.5
JustinFincher/GitHubContributionsiOS,1540.5
iosphere/ISHHoverBar,1562.0
lfny2580832/NYTubeAnimation,1596.0
xincc/CCRequest,1634.5
southpeak/Minya,1677.0
zzyspace/ZYDraggableView,1692.5
northwind/FlyImage,1692.5
youmi/SimulateIDFA,1722.0
tlenclos/react-native-audio-streaming,1726.5
hankinsoft/AppWage,1734.0
Josin22/JSWave,1734.0
3tinkers/TKImageView,1745.0
Nightonke/VHBoomMenuButton,1762.5
summerxx27/XTAnimations,1787.5
XLAccount/MiaoBo,1797.0
tiantianlan/LiveExplanation,1797.0
jkpang/PPCounter,1806.5
EleTeam/Shop-iOS,1830.5
zekunyan/TTGPuzzleVerify,1867.0
caixindong/Running-Life---iOS,1883.5
JerrySir/JRPlaceHolder,2037.5
PageGuo/NewPagedFlowView,2093.5
Damonvvong/iOSDevNotes,2093.5
weijentu/automatic-height-tagcells,2108.5
Sunnyyoung/AppleReserver,2123.0
iOSSinger/SGNetObserver,2136.5
12207480/LovePlayNews,2148.5
Bupterambition/kZMoonCommand,2158.0
liuf1986/LFRtmp,2158.0
music4kid/EasyCode-Xcode,2158.0
Desgard/DGExpandMenuButton,2167.5
pili-engineering/PLMediaStreamingKit,2167.5
CoderVan/Yeshijia-APP,2192.5
kingsic/SGQRCode,2208.5
hawk0620/PYQFeedDemo,2222.5
iThinkerYZ/YZHeaderScaleImage,2234.0
jasonwhite/ducible,2234.0
jkpang/PPGetAddressBook,2246.0
Wildog/iOS-10-Steps-Widget,2246.0
dhirajjadhao/Newly,2257.0
netyouli/WHC_KeyboardManager,2343.5
liufengting/FTIndicator,2387.5
lyb5834/YBPopupMenu,2417.5
imwangxuesen/EvernoteAnimation,2440.0
emoRaivis/MacMorpheus,2440.0
yeatse/YTPageController,2461.5
YvanLiu/HeartBeatsPlugin,2478.0
xiaochaofeiyu/YSCAnimation,2478.0
Jvaeyhcd/HcdCachePlayer,2521.0
tryswift/trySwiftNYC,2521.0
mafangchao/MCLeftSilder,2558.5
dani-gavrilov/GDPerformanceView,2572.0
HelloYeah/DraggingSort,2572.0
dingding3w/DHGuidePageHUD,2603.5
hackiftekhar/IQScreenRuler,2623.0
JoySeeDog/JSDBanTangHomeDemo,2623.0
iThinkerYZ/YZPullDownMenuDemo,2644.5
zhengmin1989/OS-X-10.11.6-Exp-via-PEGASUS,2708.0
Soulghost/SGUserGuide,2747.5
Sinkup/CameraStickerDemo,2747.5
StanlyHardy/FlareView,2747.5
ttmdung203/MDGroupAvatarView,2791.0
itribs/RBPlayer,2791.0
zorgiepoo/Komet,2791.0
liuyujiahuan/bjsxt_ios_inke,2815.0
liuzechen/CCDraggableCard-Master,2835.5
LinXunFeng/LXFFM,2854.0
cooxu/PresentAnimView,2854.0
kubatruhlar/AFNetworking-RetryPolicy,2913.0
kpwn/935csbypass,2913.0
steventroughtonsmith/TouchBarScreenshotter,2934.5
songrotek/Deep-Learning-Papers-Reading-Roadmap,8.0
alexjc/neural-enhance,20.0
rushter/MLAlgorithms,29.0
david-gpu/srez,39.0
openai/universe,40.0
PokemonGoF/PokemonGo-Bot,42.0
yahoo/open_nsfw,57.0
arielf/weight-loss,66.0
commaai/research,71.0
miloyip/game-programmer,72.0
PokemonGoMap/PokemonGo-Map,78.0
reorx/httpstat,82.0
lengstrom/fast-style-transfer,91.0
mchristopher/PokemonGo-DesktopMap,104.0
sylnsfar/qrcode,111.0
ibab/tensorflow-wavenet,126.0
VoLuong/Awesome-Linux-Software,132.0
pypa/pipfile,155.0
junyanz/iGAN,156.0
mzucker/noteshrink,160.0
airbnb/knowledge-repo,162.0
MagicStack/asyncpg,166.0
deepmind/learning-to-learn,197.0
Yelp/undebt,200.5
ajbrock/Neural-Photo-Editor,209.0
fchollet/deep-learning-models,232.0
kootenpv/whereami,233.0
buriburisuri/speech-to-text-wavenet,237.0
drathier/stack-overflow-import,243.0
paarthneekhara/text-to-image,270.0
kennethreitz/maya,281.5
jlsutherland/doc2text,293.5
CreatCodeBuild/TensorFlow-Chinese-Tutorial,315.0
anfederico/Clairvoyant,326.0
pogodevorg/pgoapi,326.0
matthiasplappert/keras-rl,344.5
golastmile/rasa_nlu,365.0
lk-geimfari/elizabeth,385.0
joowani/binarytree,408.0
xdavidhu/mitmAP,423.5
tomlepaine/fast-wavenet,433.0
qiyeboy/IPProxyPool,448.5
kendricktan/suiron,453.0
erikbern/git-of-theseus,455.0
bowenpay/wechat-spider,459.0
TheAlgorithms/Python,464.0
anantdgoel/HackPrincetonF16,474.5
favll/pogom,477.0
mzucker/page_dewarp,485.0
Hironsan/BossSensor,488.0
Kyubyong/numpy_exercises,490.5
abdelhai/devblogs,523.0
ricequant/rqalpha,523.0
ParhamP/altify,535.0
yasintoy/Slack-Gitsin,565.5
xianhu/LearnPython,576.5
defaultnamehere/tinder-detective,591.5
google/budou,621.0
ceteri/pytextrank,637.5
intelxed/xed,659.5
streamlink/streamlink,665.0
jcjohnson/cnn-benchmarks,672.0
khamidou/lptrace,672.0
ShangtongZhang/reinforcement-learning-an-introduction,719.0
openai/pixel-cnn,722.0
lakshaykalbhor/MusicRepair,723.5
NetEaseGame/git-webhook,745.5
basveeling/wavenet,754.5
PokemonGoF/PokemonGo-Bot-Desktop,754.5
ysrc/xunfeng,754.5
jisaacso/DeepHeart,788.0
despoisj/DeepAudioClassification,810.0
xianhu/PSpider,812.5
shiyanhui/Young,825.5
huacnlee/PokemonGoMove,854.5
joowani/kq,882.5
abrenaut/posio,889.0
jostmey/NakedTensor,892.5
quora/asynq,909.5
liviu-/ding,919.5
mwrlabs/needle,929.0
openai/cleverhans,950.0
7sDream/pyqart,954.0
ParhamP/Speech-Hacker,968.5
rubenvereecken/pokemongo-api,981.5
LionSec/xerosploit,1008.5
pyupio/safety-db,1018.5
pystitch/stitch,1026.5
NicolasHug/Surprise,1029.5
openai/universe-starter-agent,1038.5
pandolia/qqbot,1059.5
jaredmichaelsmith/awesome-vehicle-security,1065.0
googlecreativelab/aiexperiments-ai-duet,1075.0
sslab-gatech/DrK,1117.5
tkipf/gcn,1122.5
kalliope-project/kalliope,1127.5
SullyChen/Autopilot-TensorFlow,1132.0
epinna/tplmap,1144.5
maralla/completor.vim,1148.0
mandatoryprogrammer/TLDR,1148.0
hanzhanggit/StackGAN,1168.5
usernaamee/keras-wavenet,1175.5
blankwall/MacHeap,1191.0
bamos/dcgan-completion.tensorflow,1191.0
Conchylicultor/DeepQA,1212.5
LantaoYu/SeqGAN,1219.0
RoliSoft/WSL-Distribution-Switcher,1231.0
prashnts/hues,1255.5
cameronfabbri/Colorful-Image-Colorization,1281.5
Jolly23/wx_pay_python,1287.5
anantzoid/Conditional-PixelCNN-decoder,1306.5
RyanZotti/Self-Driving-Car,1306.5
anfederico/Stocktalk,1344.0
littlecodersh/danmu,1348.0
glitchassassin/lackey,1348.0
clab/dynet_tutorial_examples,1355.0
PyFilesystem/pyfilesystem2,1366.0
tdeboissiere/DeepLearningImplementations,1374.0
torchhound/warren,1379.0
nicholaslocascio/deep-regex,1387.5
jhao104/proxy_pool,1387.5
maxhodak/keras-molecules,1392.5
dyelax/Adversarial_Video_Generation,1399.5
TheAbhiKumar/tensorflow-value-iteration-networks,1404.5
chrischoy/3D-R2N2,1411.5
kvangent/PokeAlarm,1411.5
manwhoami/MMeTokenDecrypt,1427.5
kaonashi-tyc/Rewrite,1436.0
Evolving-AI-Lab/ppgn,1436.0
Orpine/py-R-FCN,1436.0
shellphish/fuzzer,1443.0
carpedm20/pixel-rnn-tensorflow,1453.0
kieferk/dfply,1495.5
coffeeandscripts/sqlcrush,1495.5
julian121266/RecurrentHighwayNetworks,1504.5
grt1st/wooyun_search,1504.5
zwczou/weixin-python,1520.0
szad670401/end-to-end-for-chinese-plate-recognition,1520.0
stamparm/fetch-some-proxies,1527.0
zhreshold/mxnet-ssd,1527.0
evilcos/crawlers,1527.0
tylerlaberge/PyPattyrn,1540.5
Miserlou/omnihash,1548.0
lightbulb-framework/lightbulb-framework,1562.0
dragonchain/dragonchain,1562.0
corna/me_cleaner,1562.0
imatge-upc/detection-2016-nipsws,1579.0
phith0n/mooder,1585.0
hashedin/jinjasql,1591.5
ardila/paintingReorganize,1628.0
leegao/readme2tex,1628.0
inejc/painters,1628.0
keunwoochoi/music-auto_tagging-keras,1643.0
ayoungprogrammer/nlquery,1643.0
nedwill/soundhax,1643.0
smallcorgi/Faster-RCNN_TF,1643.0
yandex/pgmigrate,1669.0
0xbug/SQLiScanner,1669.0
linouk23/NBA-Player-Movements,1669.0
tonybaloney/mocker,1677.0
ecthros/pina-colada,1677.0
pcbje/gransk,1692.5
HackerHouseYT/Smart-Mirror,1709.0
aker-gateway/Aker,1716.0
ryankiros/layer-norm,1716.0
fengxuangit/Fox-scan,1722.0
Kyubyong/wordvectors,1726.5
JakeWharton/sdk-artifact-sync,1734.0
Kyubyong/tensorflow-exercises,1778.5
a0rtega/metame,1787.5
Tencent/GAutomator,1787.5
llSourcell/tensorflow_chatbot,1787.5
dhs-ncats/pshtt,1806.5
gboeing/osmnx,1815.5
shellphish/rex,1821.5
djrobstep/migra,1830.5
shawnwun/RNNLG,1830.5
sriyegna/Pikaptcha,1830.5
dagrz/aws_pwn,1843.5
CENSUS/choronzon,1843.5
praetorian-inc/pyshell,1867.0
gutfeeling/word_forms,1876.5
paarthneekhara/byteNet-tensorflow,1892.0
mikeperry-tor/mission-improbable,1900.5
jekirl/poketrainer,1900.5
initialstate/pi-process-dashboard,1918.5
